,scores,std
0,0.47687909245083526,0.007518603099194027
1,0.46492608339885805,0.009505552892581133
2,0.45974085801472486,0.006312919870458045
3,0.4566368588147897,0.018581977015440555
4,0.4558009114377888,0.01324603697446692
5,0.4537412451559568,0.03601770647031845
6,0.45392574493659676,0.019856150894473866
7,0.4530908943859935,0.0180791517626267
8,0.45205541645527064,0.03151182500349065
9,0.4521571837865357,0.030956183305192782
10,0.451605749349051,0.028677587938113536
11,0.4515124568551903,0.03951223150737907
12,0.45162302853406144,0.04360937700691905
13,0.45101268248674203,0.03613043551622979
14,0.4510510748913342,0.03284306493960082
15,0.4508665191394553,0.03354638055667622
16,0.4507159709697708,0.038128887298812995
17,0.4513678864977248,0.041921932718560505
18,0.45040127277469083,0.03988803171005891
19,0.4505182739346146,0.05054480540125462
20,0.45031446791318663,0.045937692871299514
21,0.4504883056427394,0.040540005047744444
22,0.4503555519846136,0.05086094231073467
23,0.4502060292206852,0.05113772451716345
24,0.450097102361217,0.05176722725697779
25,0.45035724600913674,0.05968205129862299
26,0.4499979194118623,0.05701026982575619
27,0.4500995780262436,0.05224145375968177
28,0.4497107542544085,0.05741063227863124
29,0.4498783186107191,0.049004145017413986
30,0.44987582359306566,0.05417362616349764
31,0.45015905518994936,0.0628547884816349
32,0.4498266117039445,0.0561879344096547
33,0.4501280840781928,0.06917715146473884
34,0.44974781963031873,0.0686599112074657
35,0.44969626871738044,0.06482339641545094
36,0.4498562270572212,0.06497672283824288
37,0.4503034595717102,0.0724861716389028
38,0.45012489024572877,0.06312236671401124
39,0.44983182667195376,0.07152628778052587
40,0.4498889056191156,0.06683434331954521
41,0.449868880447301,0.06929688652716251
42,0.4498999328540846,0.07135256176302268
43,0.4497028265037287,0.07527794305828696
44,0.44971485896708807,0.07434504500977059
45,0.449724955036742,0.07790907459135613
46,0.44971731406607746,0.0735485391041215
47,0.44936526877700306,0.07126586456037948
48,0.4495134324887707,0.07173129449555796
49,0.4494355096429922,0.07516702598987146
50,0.44933798985176254,0.0824451863666089
51,0.44938169124986227,0.08829171512529395
52,0.4493627931004895,0.08660210101641551
53,0.44941209951916083,0.08450051654381864
54,0.44935468228675834,0.09045260444884612
55,0.4498114050008798,0.0878580208124377
56,0.44985325595044334,0.08238833631761747
57,0.44950084427695025,0.07938559452734811
58,0.449492779506077,0.08318057664508113
59,0.44921387009658426,0.0841632575515236
60,0.44928529112076887,0.085283024984272
61,0.44932581848993786,0.0843505542166359
62,0.4497449451740879,0.08590107564921413
63,0.44935968084637085,0.0868994889458602
64,0.4494253640719352,0.09402384308270967
65,0.4494702082191065,0.08976250758332797
66,0.44974921844202165,0.08950229754415508
67,0.44950014037718744,0.09235249927284928
68,0.449536706386621,0.09570162644947543
69,0.44943992693479723,0.09778287634434178
70,0.4493164123880504,0.09101248844646878
71,0.44956715892785776,0.09057520567845895
72,0.44921774600759884,0.09105471300068153
73,0.4490128940319648,0.09332081841487644
74,0.4492161557268416,0.09356371397318401
75,0.449455937227804,0.09924413941502218
76,0.449329458426166,0.10305272355824469
77,0.44939200328362106,0.10439714782722753
78,0.4492829220316749,0.10416432700478612
79,0.44920798985584376,0.1019262197870464
80,0.4490820552505769,0.10632782787953354
81,0.44909730736957765,0.11183586268533745
82,0.44901221611972053,0.10026943731392939
83,0.44936747085537554,0.10116902543929734
84,0.4494029330333507,0.10102859833247768
85,0.44909900181267765,0.09968297834505563
86,0.4489386546708334,0.09840514561632947
87,0.44919489320341455,0.09985311830811099
88,0.4490819660362953,0.1022984600137454
89,0.449255445804144,0.1059549168009053
90,0.44895722695242446,0.10676758933877728
91,0.4491745612953199,0.10556125878220778
92,0.44934888757023056,0.10579878188950635
93,0.44923789090196387,0.10635466700975545
94,0.4488635847861591,0.10856699850814087
95,0.448979223875211,0.10810321368575976
