,scores,std,mae,opt
0,0.4716941680591149,0.018317895856521115,0.44643410467855293,0.07957211400354096
1,0.45975479477806225,0.019699801212255473,0.44643410467855293,0.07957211400354096
2,0.45522947608492226,0.01983393530089458,0.44643410467855293,0.07957211400354096
3,0.45202979314296604,0.019087409361842136,0.44643410467855293,0.07957211400354096
4,0.4506839350967564,0.019849934680518336,0.44643410467855293,0.07957211400354096
5,0.4493795921635264,0.019385466409946345,0.44643410467855293,0.07957211400354096
6,0.44870664223580137,0.019309228001243732,0.44643410467855293,0.07957211400354096
7,0.44793340240886975,0.019074817446871783,0.44643410467855293,0.07957211400354096
8,0.44758306003565723,0.019077555817860508,0.44643410467855293,0.07957211400354096
9,0.4470901939920797,0.019432120297489464,0.44643410467855293,0.07957211400354096
10,0.44684647709101577,0.019384241742685868,0.44643410467855293,0.07957211400354096
11,0.4465664919976321,0.019210972563785077,0.44643410467855293,0.07957211400354096
12,0.44612284521327883,0.019341093281770763,0.44643410467855293,0.07957211400354096
13,0.4459668726019467,0.019198303841004218,0.44643410467855293,0.07957211400354096
14,0.4458651699502604,0.019480794182046537,0.44643410467855293,0.07957211400354096
15,0.4455417077493797,0.01899944330298615,0.44643410467855293,0.07957211400354096
16,0.44570126320542175,0.019084229538352156,0.44643410467855293,0.07957211400354096
17,0.4453210802117059,0.019232126792094927,0.44643410467855293,0.07957211400354096
18,0.4454387878599604,0.019190829245034905,0.44643410467855293,0.07957211400354096
19,0.44513720344514024,0.018987391060706703,0.44643410467855293,0.07957211400354096
20,0.4451056128699279,0.019157523847892526,0.44643410467855293,0.07957211400354096
21,0.44511334901040245,0.019011951332664007,0.44643410467855293,0.07957211400354096
22,0.4449805282025262,0.019220329116502705,0.44643410467855293,0.07957211400354096
23,0.44476827002904284,0.018882128998275613,0.44643410467855293,0.07957211400354096
24,0.44492046552729664,0.019087607877379238,0.44643410467855293,0.07957211400354096
25,0.4448040542264158,0.01902400146793981,0.44643410467855293,0.07957211400354096
26,0.4447363419905729,0.018993346676090945,0.44643410467855293,0.07957211400354096
27,0.44461805129041826,0.019009349329532986,0.44643410467855293,0.07957211400354096
28,0.4447026361614811,0.0191763158120197,0.44643410467855293,0.07957211400354096
29,0.444698541351579,0.019083868200186767,0.44643410467855293,0.07957211400354096
30,0.44454243174100805,0.019025490789362824,0.44643410467855293,0.07957211400354096
31,0.4446773955693487,0.019009138136025987,0.44643410467855293,0.07957211400354096
32,0.44441336234486845,0.0190015113639576,0.44643410467855293,0.07957211400354096
33,0.44444523319414414,0.018844434868407735,0.44643410467855293,0.07957211400354096
34,0.4443977694115599,0.01890792991852496,0.44643410467855293,0.07957211400354096
35,0.4445092322959696,0.019074872469605104,0.44643410467855293,0.07957211400354096
36,0.4445235450356738,0.01906664452616108,0.44643410467855293,0.07957211400354096
37,0.44424454023669263,0.01903921158023745,0.44643410467855293,0.07957211400354096
38,0.4444229800795061,0.018754517349345287,0.44643410467855293,0.07957211400354096
39,0.44440955606081023,0.018779821272613382,0.44643410467855293,0.07957211400354096
40,0.4443179428822801,0.018745122976117575,0.44643410467855293,0.07957211400354096
41,0.44444454243183024,0.019042153107230623,0.44643410467855293,0.07957211400354096
42,0.44408962497982435,0.018877444546351915,0.44643410467855293,0.07957211400354096
43,0.4443380591137199,0.019176189069489646,0.44643410467855293,0.07957211400354096
44,0.44414274614356286,0.018942878036670427,0.44643410467855293,0.07957211400354096
45,0.44431614922304735,0.019018468953988094,0.44643410467855293,0.07957211400354096
46,0.4442057584898913,0.019064701286166406,0.44643410467855293,0.07957211400354096
47,0.4441380764450108,0.0189753754621338,0.44643410467855293,0.07957211400354096
48,0.44422241678578683,0.01883037552172901,0.44643410467855293,0.07957211400354096
49,0.44405537782991183,0.01896837508982658,0.44643410467855293,0.07957211400354096
50,0.44420922382132433,0.019061988298403873,0.44643410467855293,0.07957211400354096
51,0.4440407005052964,0.01888521582718566,0.44643410467855293,0.07957211400354096
52,0.44394273201512696,0.01895017329413254,0.44643410467855293,0.07957211400354096
53,0.4441302591193265,0.019103004699761277,0.44643410467855293,0.07957211400354096
54,0.4441763908865973,0.01898269460926092,0.44643410467855293,0.07957211400354096
55,0.4440373923794825,0.019019701705944424,0.44643410467855293,0.07957211400354096
56,0.44403683447102754,0.01908710256970402,0.44643410467855293,0.07957211400354096
57,0.4441691399376251,0.01890998455888616,0.44643410467855293,0.07957211400354096
58,0.4438110194489514,0.01899391624053064,0.44643410467855293,0.07957211400354096
59,0.4439565676020766,0.01896561019618853,0.44643410467855293,0.07957211400354096
60,0.44403869593699885,0.01902914068872188,0.44643410467855293,0.07957211400354096
61,0.44406467188507914,0.019010289064831123,0.44643410467855293,0.07957211400354096
62,0.4438671772348224,0.01894013414475242,0.44643410467855293,0.07957211400354096
